id,name,score1,score2
2202,Student_2202,63,73
2203,Student_2203,89,60
2204,Student_2204,91,74
2205,Student_2205,69,72
2206,Student_2206,92,89
2207,Student_2207,76,65
2208,Student_2208,60,90
2209,Student_2209,69,90
2210,Student_2210,55,58
2211,Student_2211,52,56
2212,Student_2212,84,74
2213,Student_2213,53,82
2214,Student_2214,82,60
2215,Student_2215,52,76
2216,Student_2216,92,66
2217,Student_2217,91,98
2218,Student_2218,71,78
2219,Student_2219,70,81
2220,Student_2220,82,98
2221,Student_2221,75,70
2222,Student_2222,84,52
2223,Student_2223,50,74
2224,Student_2224,89,97
2225,Student_2225,99,82
2226,Student_2226,86,66
2227,Student_2227,54,57
2228,Student_2228,88,57
2229,Student_2229,89,73
2230,Student_2230,87,52
2231,Student_2231,85,68
2232,Student_2232,75,75
2233,Student_2233,98,71
2234,Student_2234,58,78
2235,Student_2235,83,71
2236,Student_2236,87,75
2237,Student_2237,85,75
2238,Student_2238,71,95
2239,Student_2239,94,88
2240,Student_2240,66,100
2241,Student_2241,66,52
2242,Student_2242,86,55
2243,Student_2243,69,62
2244,Student_2244,73,80
2245,Student_2245,59,63
2246,Student_2246,52,85
2247,Student_2247,94,50
2248,Student_2248,81,85
2249,Student_2249,63,55
2250,Student_2250,76,84
2251,Student_2251,58,86
2252,Student_2252,86,97
2253,Student_2253,99,65
2254,Student_2254,96,54
2255,Student_2255,61,65
2256,Student_2256,57,97
2257,Student_2257,100,88
2258,Student_2258,73,55
2259,Student_2259,77,50
2260,Student_2260,78,85
2261,Student_2261,76,70
2262,Student_2262,54,78
2263,Student_2263,73,74
2264,Student_2264,70,92
2265,Student_2265,92,90
2266,Student_2266,63,83
2267,Student_2267,72,55
2268,Student_2268,71,91
2269,Student_2269,50,83
2270,Student_2270,51,66
2271,Student_2271,93,79
2272,Student_2272,70,82
2273,Student_2273,95,60
2274,Student_2274,91,68
2275,Student_2275,90,95
2276,Student_2276,52,77
2277,Student_2277,80,92
2278,Student_2278,65,72
2279,Student_2279,75,96
2280,Student_2280,52,100
2281,Student_2281,62,68
2282,Student_2282,54,80
2283,Student_2283,67,63
2284,Student_2284,74,87
2285,Student_2285,60,50
2286,Student_2286,88,83
2287,Student_2287,79,94
2288,Student_2288,97,73
2289,Student_2289,57,80
2290,Student_2290,63,92
2291,Student_2291,87,71
2292,Student_2292,73,67
2293,Student_2293,57,50
2294,Student_2294,81,70
2295,Student_2295,62,57
2296,Student_2296,92,100
2297,Student_2297,85,89
2298,Student_2298,56,69
2299,Student_2299,52,92
2300,Student_2300,94,66
2301,Student_2301,56,92
2302,Student_2302,96,77
2303,Student_2303,87,70
2304,Student_2304,71,73
2305,Student_2305,59,81
2306,Student_2306,69,83
2307,Student_2307,83,77
2308,Student_2308,60,53
2309,Student_2309,94,52
2310,Student_2310,82,96
2311,Student_2311,81,100
2312,Student_2312,76,98
2313,Student_2313,68,70
2314,Student_2314,90,76
2315,Student_2315,71,82
2316,Student_2316,73,92
2317,Student_2317,63,57
2318,Student_2318,79,78
2319,Student_2319,66,86
2320,Student_2320,62,65
2321,Student_2321,74,77
2322,Student_2322,71,82
2323,Student_2323,54,63
2324,Student_2324,56,80
2325,Student_2325,88,53
2326,Student_2326,71,100
2327,Student_2327,77,62
2328,Student_2328,65,89
2329,Student_2329,90,80
2330,Student_2330,100,74
2331,Student_2331,94,94
2332,Student_2332,93,51
2333,Student_2333,64,68
2334,Student_2334,52,71
2335,Student_2335,60,73
2336,Student_2336,95,96
2337,Student_2337,90,91
2338,Student_2338,56,85
2339,Student_2339,56,73
2340,Student_2340,80,89
2341,Student_2341,85,51
2342,Student_2342,79,68
2343,Student_2343,63,97
2344,Student_2344,68,85
2345,Student_2345,71,95
2346,Student_2346,84,63
2347,Student_2347,65,72
2348,Student_2348,100,100
2349,Student_2349,55,89
2350,Student_2350,88,51
2351,Student_2351,70,52
2352,Student_2352,66,86
2353,Student_2353,68,61
2354,Student_2354,88,86
2355,Student_2355,85,60
2356,Student_2356,61,71
2357,Student_2357,53,87
2358,Student_2358,62,93
2359,Student_2359,51,81
2360,Student_2360,80,80
2361,Student_2361,53,56
2362,Student_2362,63,53
2363,Student_2363,99,95
2364,Student_2364,62,68
2365,Student_2365,53,65
2366,Student_2366,68,66
2367,Student_2367,59,99
2368,Student_2368,56,73
2369,Student_2369,70,97
2370,Student_2370,65,81
2371,Student_2371,86,81
2372,Student_2372,85,84
2373,Student_2373,81,89
2374,Student_2374,94,68
2375,Student_2375,95,93
2376,Student_2376,86,72
2377,Student_2377,83,78
2378,Student_2378,67,64
2379,Student_2379,75,61
2380,Student_2380,55,52
2381,Student_2381,63,63
2382,Student_2382,80,63
2383,Student_2383,87,57
2384,Student_2384,65,78
2385,Student_2385,87,80
2386,Student_2386,76,90
2387,Student_2387,99,90
2388,Student_2388,58,52
2389,Student_2389,68,80
2390,Student_2390,64,51
2391,Student_2391,68,69
2392,Student_2392,86,64
2393,Student_2393,79,99
2394,Student_2394,51,54
2395,Student_2395,78,89
2396,Student_2396,52,88
2397,Student_2397,99,91
2398,Student_2398,89,76
2399,Student_2399,97,72
2400,Student_2400,62,75
2401,Student_2401,95,91
2402,Student_2402,94,76
2403,Student_2403,93,83
2404,Student_2404,95,84
2405,Student_2405,95,82
2406,Student_2406,64,55
2407,Student_2407,97,55
2408,Student_2408,85,54
2409,Student_2409,100,64
2410,Student_2410,50,65
2411,Student_2411,70,99
2412,Student_2412,61,93
2413,Student_2413,74,81
2414,Student_2414,75,95
2415,Student_2415,63,89
2416,Student_2416,75,70
2417,Student_2417,91,84
2418,Student_2418,68,70
2419,Student_2419,79,54
2420,Student_2420,99,92
2421,Student_2421,55,86
2422,Student_2422,92,75
2423,Student_2423,76,57
2424,Student_2424,63,73
2425,Student_2425,80,90
2426,Student_2426,72,66
2427,Student_2427,69,87
2428,Student_2428,67,94
2429,Student_2429,79,95
2430,Student_2430,71,61
2431,Student_2431,65,63
2432,Student_2432,82,85
2433,Student_2433,60,89
2434,Student_2434,57,78
2435,Student_2435,60,61
2436,Student_2436,71,92
2437,Student_2437,88,83
2438,Student_2438,81,90
2439,Student_2439,97,85
2440,Student_2440,53,64
2441,Student_2441,53,99
2442,Student_2442,73,60
2443,Student_2443,82,93
2444,Student_2444,87,52
2445,Student_2445,58,86
2446,Student_2446,89,95
2447,Student_2447,88,92
2448,Student_2448,77,68
2449,Student_2449,70,69
2450,Student_2450,90,56
2451,Student_2451,94,64
2452,Student_2452,84,76
2453,Student_2453,91,96
2454,Student_2454,57,90
2455,Student_2455,79,100
2456,Student_2456,93,93
2457,Student_2457,82,61
2458,Student_2458,83,62
2459,Student_2459,90,53
2460,Student_2460,66,84
2461,Student_2461,58,66
2462,Student_2462,81,63
2463,Student_2463,73,66
2464,Student_2464,59,67
2465,Student_2465,69,94
2466,Student_2466,74,65
2467,Student_2467,63,60
2468,Student_2468,51,87
2469,Student_2469,75,59
2470,Student_2470,98,71
2471,Student_2471,70,65
2472,Student_2472,99,58
2473,Student_2473,81,58
2474,Student_2474,100,64
2475,Student_2475,92,96
2476,Student_2476,52,76
2477,Student_2477,77,73
2478,Student_2478,65,67
2479,Student_2479,86,71
2480,Student_2480,82,87
2481,Student_2481,57,71
2482,Student_2482,62,82
2483,Student_2483,85,96
2484,Student_2484,84,52
2485,Student_2485,55,61
2486,Student_2486,73,80
2487,Student_2487,54,98
2488,Student_2488,96,72
2489,Student_2489,71,72
2490,Student_2490,81,93
2491,Student_2491,90,98
2492,Student_2492,66,56
2493,Student_2493,91,97
2494,Student_2494,50,73
2495,Student_2495,78,68
2496,Student_2496,92,58
2497,Student_2497,88,65
2498,Student_2498,66,100
2499,Student_2499,92,88
2500,Student_2500,50,91
2501,Student_2501,68,74
2502,Student_2502,59,97
2503,Student_2503,94,55
2504,Student_2504,61,54
2505,Student_2505,87,61
2506,Student_2506,80,84
2507,Student_2507,61,58
2508,Student_2508,88,57
2509,Student_2509,85,64
2510,Student_2510,78,66
2511,Student_2511,58,83
2512,Student_2512,89,83
2513,Student_2513,56,56
2514,Student_2514,65,57
2515,Student_2515,63,92
2516,Student_2516,82,65
2517,Student_2517,53,53
2518,Student_2518,75,96
2519,Student_2519,68,50
2520,Student_2520,60,82
2521,Student_2521,95,80
2522,Student_2522,70,95
2523,Student_2523,82,76
2524,Student_2524,88,59
2525,Student_2525,83,83
2526,Student_2526,62,79
2527,Student_2527,70,98
2528,Student_2528,70,52
2529,Student_2529,66,52
2530,Student_2530,64,57
2531,Student_2531,77,97
2532,Student_2532,55,62
2533,Student_2533,81,74
2534,Student_2534,53,86
2535,Student_2535,83,88
2536,Student_2536,55,91
2537,Student_2537,82,66
2538,Student_2538,100,59
2539,Student_2539,100,73
2540,Student_2540,82,87
2541,Student_2541,58,66
2542,Student_2542,80,100
2543,Student_2543,68,78
2544,Student_2544,61,67
2545,Student_2545,52,85
2546,Student_2546,61,60
2547,Student_2547,85,74
2548,Student_2548,67,55
2549,Student_2549,72,96
2550,Student_2550,52,92
2551,Student_2551,90,81
2552,Student_2552,59,88
2553,Student_2553,80,54
2554,Student_2554,58,72
2555,Student_2555,92,78
2556,Student_2556,83,60
2557,Student_2557,75,65
2558,Student_2558,93,51
2559,Student_2559,87,54
2560,Student_2560,87,84
2561,Student_2561,77,52
2562,Student_2562,99,78
2563,Student_2563,75,98
2564,Student_2564,79,65
2565,Student_2565,52,60
2566,Student_2566,67,89
2567,Student_2567,84,54
2568,Student_2568,93,76
2569,Student_2569,91,73
2570,Student_2570,58,54
2571,Student_2571,59,92
2572,Student_2572,97,91
2573,Student_2573,73,64
2574,Student_2574,52,73
2575,Student_2575,80,88
2576,Student_2576,69,64
2577,Student_2577,69,81
2578,Student_2578,72,95
2579,Student_2579,68,99
2580,Student_2580,53,99
2581,Student_2581,60,67
2582,Student_2582,53,66
2583,Student_2583,91,88
2584,Student_2584,60,56
2585,Student_2585,88,62
2586,Student_2586,63,78
2587,Student_2587,95,84
2588,Student_2588,67,57
2589,Student_2589,83,55
2590,Student_2590,86,81
2591,Student_2591,93,80
2592,Student_2592,79,83
2593,Student_2593,54,76
2594,Student_2594,90,93
2595,Student_2595,58,58
2596,Student_2596,77,63
2597,Student_2597,52,86
2598,Student_2598,54,84
2599,Student_2599,65,92
2600,Student_2600,98,97
2601,Student_2601,67,74
2602,Student_2602,94,52
2603,Student_2603,85,54
2604,Student_2604,84,56
2605,Student_2605,96,82
2606,Student_2606,98,80
2607,Student_2607,76,58
2608,Student_2608,56,55
2609,Student_2609,71,75
2610,Student_2610,61,78
2611,Student_2611,70,99
2612,Student_2612,65,97
2613,Student_2613,74,53
2614,Student_2614,68,76
2615,Student_2615,72,62
2616,Student_2616,88,83
2617,Student_2617,57,51
2618,Student_2618,90,54
2619,Student_2619,89,68
2620,Student_2620,100,87
2621,Student_2621,89,99
2622,Student_2622,80,84
2623,Student_2623,95,71
2624,Student_2624,53,83
2625,Student_2625,93,94
2626,Student_2626,95,60
2627,Student_2627,90,81
2628,Student_2628,51,50
2629,Student_2629,97,82
2630,Student_2630,87,58
2631,Student_2631,62,97
2632,Student_2632,66,59
2633,Student_2633,84,76
2634,Student_2634,79,85
2635,Student_2635,72,51
2636,Student_2636,69,54
2637,Student_2637,61,74
2638,Student_2638,74,84
2639,Student_2639,90,66
2640,Student_2640,89,95
2641,Student_2641,100,87
2642,Student_2642,91,100
2643,Student_2643,79,62
2644,Student_2644,90,57
2645,Student_2645,92,60
2646,Student_2646,98,79
2647,Student_2647,88,54
2648,Student_2648,87,67
2649,Student_2649,83,67
2650,Student_2650,54,77
2651,Student_2651,74,87
2652,Student_2652,71,59
2653,Student_2653,64,50
2654,Student_2654,97,79
2655,Student_2655,83,66
2656,Student_2656,92,78
2657,Student_2657,89,72
2658,Student_2658,95,69
2659,Student_2659,80,82
2660,Student_2660,95,97
2661,Student_2661,57,50
2662,Student_2662,79,91
2663,Student_2663,98,73
2664,Student_2664,59,80
2665,Student_2665,72,57
2666,Student_2666,98,95
2667,Student_2667,70,84
2668,Student_2668,53,99
2669,Student_2669,53,79
2670,Student_2670,68,95
2671,Student_2671,79,66
2672,Student_2672,74,66
2673,Student_2673,60,84
2674,Student_2674,91,77
2675,Student_2675,80,59
2676,Student_2676,91,52
2677,Student_2677,92,59
2678,Student_2678,81,79
2679,Student_2679,65,76
2680,Student_2680,82,55
2681,Student_2681,99,98
2682,Student_2682,79,99
2683,Student_2683,95,77
2684,Student_2684,83,96
2685,Student_2685,98,61
2686,Student_2686,82,54
2687,Student_2687,60,78
2688,Student_2688,55,72
2689,Student_2689,68,50
2690,Student_2690,52,82
2691,Student_2691,86,51
2692,Student_2692,64,93
2693,Student_2693,72,85
2694,Student_2694,79,73
2695,Student_2695,93,52
2696,Student_2696,56,64
2697,Student_2697,85,79
2698,Student_2698,72,69
2699,Student_2699,85,85
2700,Student_2700,53,86
2701,Student_2701,60,85
2702,Student_2702,77,70
2703,Student_2703,88,98
2704,Student_2704,67,88
2705,Student_2705,89,75
2706,Student_2706,65,53
2707,Student_2707,73,84
2708,Student_2708,69,71
2709,Student_2709,92,95
2710,Student_2710,77,66
2711,Student_2711,71,63
2712,Student_2712,66,82
2713,Student_2713,65,72
2714,Student_2714,86,86
2715,Student_2715,80,78
2716,Student_2716,86,67
2717,Student_2717,65,71
2718,Student_2718,50,67
2719,Student_2719,75,74
2720,Student_2720,86,60
2721,Student_2721,100,74
2722,Student_2722,87,89
2723,Student_2723,52,62
2724,Student_2724,76,65
2725,Student_2725,53,59
2726,Student_2726,99,92
2727,Student_2727,81,85
2728,Student_2728,56,59
2729,Student_2729,88,87
2730,Student_2730,58,71
2731,Student_2731,63,76
2732,Student_2732,72,93
2733,Student_2733,89,52
2734,Student_2734,84,82
2735,Student_2735,56,53
2736,Student_2736,78,83
2737,Student_2737,52,98
2738,Student_2738,96,50
2739,Student_2739,76,75
2740,Student_2740,68,69
2741,Student_2741,52,82
2742,Student_2742,89,96
2743,Student_2743,84,70
2744,Student_2744,93,91
2745,Student_2745,77,52
2746,Student_2746,92,64
2747,Student_2747,92,72
2748,Student_2748,52,90
2749,Student_2749,93,95
2750,Student_2750,70,77
2751,Student_2751,87,81
2752,Student_2752,86,66
2753,Student_2753,92,93
2754,Student_2754,94,88
2755,Student_2755,99,85
2756,Student_2756,65,89
2757,Student_2757,56,80
2758,Student_2758,86,54
2759,Student_2759,100,61
2760,Student_2760,83,64
2761,Student_2761,93,56
2762,Student_2762,55,61
2763,Student_2763,59,65
2764,Student_2764,80,94
2765,Student_2765,72,77
2766,Student_2766,72,71
2767,Student_2767,99,75
2768,Student_2768,67,70
2769,Student_2769,85,70
2770,Student_2770,61,65
2771,Student_2771,68,90
2772,Student_2772,73,89
2773,Student_2773,73,73
2774,Student_2774,95,94
2775,Student_2775,88,78
2776,Student_2776,84,72
2777,Student_2777,88,99
2778,Student_2778,100,78
2779,Student_2779,80,82
2780,Student_2780,75,75
2781,Student_2781,58,78
2782,Student_2782,74,97
2783,Student_2783,52,92
2784,Student_2784,86,65
2785,Student_2785,52,55
2786,Student_2786,53,86
2787,Student_2787,70,52
2788,Student_2788,64,50
2789,Student_2789,94,88
2790,Student_2790,94,96
2791,Student_2791,74,58
2792,Student_2792,100,55
2793,Student_2793,73,92
2794,Student_2794,77,50
2795,Student_2795,50,64
2796,Student_2796,100,69
2797,Student_2797,100,70
2798,Student_2798,91,59
2799,Student_2799,85,85
2800,Student_2800,79,66
2801,Student_2801,97,71
2802,Student_2802,69,74
2803,Student_2803,99,50
2804,Student_2804,88,79
2805,Student_2805,81,84
2806,Student_2806,55,61
2807,Student_2807,69,59
2808,Student_2808,57,90
2809,Student_2809,89,53
2810,Student_2810,74,60
2811,Student_2811,86,90
2812,Student_2812,89,53
2813,Student_2813,70,77
2814,Student_2814,94,59
2815,Student_2815,66,98
2816,Student_2816,62,98
2817,Student_2817,65,54
2818,Student_2818,79,71
2819,Student_2819,57,99
2820,Student_2820,83,90
2821,Student_2821,83,98
2822,Student_2822,51,94
2823,Student_2823,74,81
2824,Student_2824,89,74
2825,Student_2825,82,81
2826,Student_2826,91,82
2827,Student_2827,62,100
2828,Student_2828,52,56
2829,Student_2829,50,81
2830,Student_2830,73,81
2831,Student_2831,64,88
2832,Student_2832,64,88
2833,Student_2833,70,89
2834,Student_2834,59,92
2835,Student_2835,68,74
2836,Student_2836,75,66
2837,Student_2837,75,56
2838,Student_2838,97,72
2839,Student_2839,62,98
2840,Student_2840,98,53
2841,Student_2841,62,56
2842,Student_2842,69,91
2843,Student_2843,83,94
2844,Student_2844,85,63
2845,Student_2845,100,53
2846,Student_2846,62,73
2847,Student_2847,62,95
2848,Student_2848,51,51
2849,Student_2849,55,80
2850,Student_2850,84,86
2851,Student_2851,54,60
2852,Student_2852,65,74
2853,Student_2853,70,77
2854,Student_2854,59,96
2855,Student_2855,70,73
2856,Student_2856,57,63
2857,Student_2857,61,63
2858,Student_2858,99,56
2859,Student_2859,50,78
2860,Student_2860,69,87
2861,Student_2861,62,74
2862,Student_2862,89,53
2863,Student_2863,60,65
2864,Student_2864,68,92
2865,Student_2865,98,50
2866,Student_2866,89,60
2867,Student_2867,68,80
2868,Student_2868,86,72
2869,Student_2869,82,56
2870,Student_2870,57,54
2871,Student_2871,92,51
2872,Student_2872,72,58
2873,Student_2873,89,88
2874,Student_2874,56,97
2875,Student_2875,65,80
2876,Student_2876,90,71
2877,Student_2877,79,61
2878,Student_2878,60,88
2879,Student_2879,84,75
2880,Student_2880,99,96
2881,Student_2881,67,89
2882,Student_2882,52,55
2883,Student_2883,61,87
2884,Student_2884,61,74
2885,Student_2885,53,68
2886,Student_2886,55,88
2887,Student_2887,93,75
2888,Student_2888,70,84
2889,Student_2889,52,83
2890,Student_2890,56,61
2891,Student_2891,96,69
2892,Student_2892,95,63
2893,Student_2893,81,74
2894,Student_2894,60,89
2895,Student_2895,92,51
2896,Student_2896,74,93
2897,Student_2897,55,93
2898,Student_2898,89,64
2899,Student_2899,83,86
2900,Student_2900,78,55
2901,Student_2901,64,67
2902,Student_2902,76,93
2903,Student_2903,84,100
2904,Student_2904,83,66
2905,Student_2905,52,95
2906,Student_2906,78,50
2907,Student_2907,56,64
2908,Student_2908,82,72
2909,Student_2909,78,89
2910,Student_2910,88,98
2911,Student_2911,54,62
2912,Student_2912,56,84
2913,Student_2913,82,58
2914,Student_2914,85,75
2915,Student_2915,84,55
2916,Student_2916,64,54
2917,Student_2917,66,75
2918,Student_2918,54,90
2919,Student_2919,62,62
2920,Student_2920,69,66
2921,Student_2921,52,51
2922,Student_2922,52,97
2923,Student_2923,88,56
2924,Student_2924,84,81
2925,Student_2925,73,89
2926,Student_2926,85,86
2927,Student_2927,74,52
2928,Student_2928,91,77
2929,Student_2929,57,58
2930,Student_2930,66,63
2931,Student_2931,65,55
2932,Student_2932,76,77
2933,Student_2933,84,61
2934,Student_2934,63,95
2935,Student_2935,98,87
2936,Student_2936,91,88
2937,Student_2937,76,52
2938,Student_2938,86,92
2939,Student_2939,97,54
2940,Student_2940,99,93
2941,Student_2941,55,84
2942,Student_2942,54,59
2943,Student_2943,86,88
2944,Student_2944,92,85
2945,Student_2945,53,81
2946,Student_2946,66,61
2947,Student_2947,67,91
2948,Student_2948,93,55
2949,Student_2949,58,52
2950,Student_2950,81,51
2951,Student_2951,72,98
2952,Student_2952,68,74
2953,Student_2953,68,53
2954,Student_2954,71,96
2955,Student_2955,67,70
2956,Student_2956,95,73
2957,Student_2957,76,73
2958,Student_2958,71,84
2959,Student_2959,65,94
2960,Student_2960,69,83
2961,Student_2961,51,65
2962,Student_2962,50,63
2963,Student_2963,80,99
2964,Student_2964,91,78
2965,Student_2965,89,51
2966,Student_2966,71,81
2967,Student_2967,79,73
2968,Student_2968,73,96
2969,Student_2969,55,90
2970,Student_2970,96,73
2971,Student_2971,54,66
2972,Student_2972,91,70
2973,Student_2973,75,66
2974,Student_2974,96,96
2975,Student_2975,54,82
2976,Student_2976,77,88
2977,Student_2977,88,63
2978,Student_2978,81,63
2979,Student_2979,90,58
2980,Student_2980,81,76
2981,Student_2981,50,64
2982,Student_2982,72,94
2983,Student_2983,70,85
2984,Student_2984,75,59
2985,Student_2985,91,66
2986,Student_2986,65,56
2987,Student_2987,96,77
2988,Student_2988,51,85
2989,Student_2989,81,61
2990,Student_2990,87,75
2991,Student_2991,82,76
2992,Student_2992,92,61
2993,Student_2993,99,73
2994,Student_2994,60,99
2995,Student_2995,69,63
2996,Student_2996,50,53
2997,Student_2997,64,72
2998,Student_2998,94,96
2999,Student_2999,57,67
3000,Student_3000,79,75
3001,Student_3001,85,91
3002,Student_3002,83,51
3003,Student_3003,83,72
3004,Student_3004,61,82
3005,Student_3005,63,59
3006,Student_3006,54,96
3007,Student_3007,71,95
3008,Student_3008,67,97
3009,Student_3009,67,71
3010,Student_3010,100,97
3011,Student_3011,100,84
3012,Student_3012,59,60
3013,Student_3013,80,67
3014,Student_3014,83,70
3015,Student_3015,69,98
3016,Student_3016,53,89
3017,Student_3017,54,67
3018,Student_3018,95,85
3019,Student_3019,90,69
3020,Student_3020,52,69
3021,Student_3021,62,86
3022,Student_3022,72,65
3023,Student_3023,69,73
3024,Student_3024,79,95
3025,Student_3025,63,85
3026,Student_3026,50,83
3027,Student_3027,83,63
3028,Student_3028,63,98
3029,Student_3029,53,72
3030,Student_3030,72,68
3031,Student_3031,85,67
3032,Student_3032,58,91
3033,Student_3033,79,78
3034,Student_3034,93,96
3035,Student_3035,57,63
3036,Student_3036,74,88
3037,Student_3037,86,72
3038,Student_3038,85,57
3039,Student_3039,84,65
3040,Student_3040,67,73
3041,Student_3041,99,66
3042,Student_3042,74,91
3043,Student_3043,89,60
3044,Student_3044,95,52
3045,Student_3045,81,67
3046,Student_3046,81,89
3047,Student_3047,91,95
3048,Student_3048,74,78
3049,Student_3049,59,61
3050,Student_3050,63,81
3051,Student_3051,51,72
3052,Student_3052,74,67
3053,Student_3053,55,77
3054,Student_3054,73,100
3055,Student_3055,96,97
3056,Student_3056,65,54
3057,Student_3057,69,50
3058,Student_3058,92,71
3059,Student_3059,50,61
3060,Student_3060,93,81
3061,Student_3061,76,71
3062,Student_3062,79,98
3063,Student_3063,91,81
3064,Student_3064,61,86
3065,Student_3065,67,55
3066,Student_3066,88,96
3067,Student_3067,68,68
3068,Student_3068,68,62
3069,Student_3069,61,77
3070,Student_3070,92,63
3071,Student_3071,68,100
3072,Student_3072,77,56
3073,Student_3073,57,94
3074,Student_3074,84,100
3075,Student_3075,98,55
3076,Student_3076,99,60
3077,Student_3077,67,50
3078,Student_3078,68,94
3079,Student_3079,56,86
3080,Student_3080,80,80
3081,Student_3081,75,67
3082,Student_3082,72,77
3083,Student_3083,74,90
3084,Student_3084,61,57
3085,Student_3085,53,59
3086,Student_3086,54,86
3087,Student_3087,87,99
3088,Student_3088,77,68
3089,Student_3089,61,93
3090,Student_3090,70,82
3091,Student_3091,77,99
3092,Student_3092,97,89
3093,Student_3093,97,50
3094,Student_3094,74,88
3095,Student_3095,86,91
3096,Student_3096,83,59
3097,Student_3097,89,67
3098,Student_3098,55,94
3099,Student_3099,96,77
3100,Student_3100,86,74
3101,Student_3101,93,76
3102,Student_3102,68,58
3103,Student_3103,96,99
3104,Student_3104,80,59
3105,Student_3105,62,57
3106,Student_3106,68,67
3107,Student_3107,59,63
3108,Student_3108,54,84
3109,Student_3109,81,68
3110,Student_3110,97,62
3111,Student_3111,86,66
3112,Student_3112,57,92
3113,Student_3113,90,85
3114,Student_3114,58,79
3115,Student_3115,91,58
3116,Student_3116,57,92
3117,Student_3117,67,69
3118,Student_3118,68,88
3119,Student_3119,71,98
3120,Student_3120,80,73
3121,Student_3121,79,69
3122,Student_3122,95,92
3123,Student_3123,68,51
3124,Student_3124,51,55
3125,Student_3125,72,99
3126,Student_3126,66,66
3127,Student_3127,68,79
3128,Student_3128,57,71
3129,Student_3129,79,97
3130,Student_3130,54,80
3131,Student_3131,50,59
3132,Student_3132,79,80
3133,Student_3133,95,63
3134,Student_3134,89,54
3135,Student_3135,58,100
3136,Student_3136,94,93
3137,Student_3137,98,80
3138,Student_3138,82,51
3139,Student_3139,53,73
3140,Student_3140,70,56
3141,Student_3141,79,67
3142,Student_3142,62,86
3143,Student_3143,86,51
3144,Student_3144,67,93
3145,Student_3145,73,100
3146,Student_3146,81,51
3147,Student_3147,73,70
3148,Student_3148,83,60
3149,Student_3149,76,76
3150,Student_3150,74,60
3151,Student_3151,57,92
3152,Student_3152,76,51
3153,Student_3153,88,93
3154,Student_3154,77,83
3155,Student_3155,52,70
3156,Student_3156,84,61
3157,Student_3157,72,62
3158,Student_3158,96,67
3159,Student_3159,87,90
3160,Student_3160,90,55
3161,Student_3161,55,88
3162,Student_3162,66,60
3163,Student_3163,66,66
3164,Student_3164,65,89
3165,Student_3165,78,99
3166,Student_3166,79,73
3167,Student_3167,54,89
3168,Student_3168,66,68
3169,Student_3169,99,50
3170,Student_3170,80,90
3171,Student_3171,94,78
3172,Student_3172,85,89
3173,Student_3173,89,72
3174,Student_3174,77,66
3175,Student_3175,54,58
3176,Student_3176,61,93
3177,Student_3177,82,58
3178,Student_3178,72,75
3179,Student_3179,67,93
3180,Student_3180,85,96
3181,Student_3181,65,99
3182,Student_3182,58,100
3183,Student_3183,92,93
3184,Student_3184,79,61
3185,Student_3185,70,91
3186,Student_3186,67,78
3187,Student_3187,99,65
3188,Student_3188,80,99
3189,Student_3189,89,71
3190,Student_3190,65,96
3191,Student_3191,73,52
3192,Student_3192,57,72
3193,Student_3193,60,95
3194,Student_3194,84,85
3195,Student_3195,91,73
3196,Student_3196,78,53
3197,Student_3197,86,65
3198,Student_3198,81,79
3199,Student_3199,70,64
3200,Student_3200,69,62
3201,Student_3201,94,95
3202,Student_3202,55,65
3203,Student_3203,76,57
3204,Student_3204,63,67
3205,Student_3205,85,68
3206,Student_3206,97,93
3207,Student_3207,55,58
3208,Student_3208,76,55
3209,Student_3209,52,51
3210,Student_3210,70,88
3211,Student_3211,69,68
3212,Student_3212,92,91
3213,Student_3213,56,89
3214,Student_3214,100,91
3215,Student_3215,83,63
3216,Student_3216,64,75
3217,Student_3217,56,78
3218,Student_3218,96,76
3219,Student_3219,66,57
3220,Student_3220,56,81
3221,Student_3221,83,74
3222,Student_3222,50,90
3223,Student_3223,88,75
3224,Student_3224,89,65
3225,Student_3225,77,73
3226,Student_3226,96,64
3227,Student_3227,80,98
3228,Student_3228,72,93
3229,Student_3229,94,84
3230,Student_3230,71,78
3231,Student_3231,65,98
3232,Student_3232,99,68
3233,Student_3233,66,79
3234,Student_3234,60,68
3235,Student_3235,91,81
3236,Student_3236,68,97
3237,Student_3237,74,56
3238,Student_3238,98,80
3239,Student_3239,93,75
3240,Student_3240,100,99
3241,Student_3241,84,82
3242,Student_3242,54,99
3243,Student_3243,66,100
3244,Student_3244,85,100
3245,Student_3245,56,67
3246,Student_3246,70,68
3247,Student_3247,56,51
3248,Student_3248,63,68
3249,Student_3249,60,93
3250,Student_3250,81,63
3251,Student_3251,61,52
3252,Student_3252,66,76
3253,Student_3253,50,73
3254,Student_3254,97,75
3255,Student_3255,69,77
3256,Student_3256,91,67
3257,Student_3257,69,50
3258,Student_3258,78,68
3259,Student_3259,99,76
3260,Student_3260,81,52
3261,Student_3261,82,95
3262,Student_3262,54,53
3263,Student_3263,83,77
3264,Student_3264,99,87
3265,Student_3265,95,65
3266,Student_3266,53,71
3267,Student_3267,98,55
3268,Student_3268,66,51
3269,Student_3269,95,95
3270,Student_3270,65,80
3271,Student_3271,66,58
3272,Student_3272,75,61
3273,Student_3273,86,88
3274,Student_3274,95,75
3275,Student_3275,66,67
3276,Student_3276,62,58
3277,Student_3277,71,73
